[2022-01-07 22:58:34.979] <Katago>    (in) : name
[2022-01-07 22:58:39.508] <Katago>   (err) : Loaded config C:\Users\Dmitry\Downloads\katago-v1.10.0-opencl-windows-x64/default_gtp.cfg
[2022-01-07 22:58:39.509] <Katago>   (err) : Loaded model g170-b30c320x2-s4824661760-d1229536699.bin.gz
[2022-01-07 22:58:39.509] <Katago>   (err) : Model name: g170-b30c320x2-s4824661760-d1229536699
[2022-01-07 22:58:39.509] <Katago>   (err) : GTP ready, beginning main protocol loop
[2022-01-07 23:01:04.585] <Katago>    (in) : komi 6.5
[2022-01-07 23:01:04.605] <Katago>   (out) : = 
[2022-01-07 23:01:04.605] <Katago>   (out) : 
[2022-01-07 23:01:04.618] <Katago>    (in) : boardsize 19
[2022-01-07 23:01:04.628] <Katago>   (out) : = 
[2022-01-07 23:01:04.629] <Katago>   (out) : 
[2022-01-07 23:01:04.637] <Katago>    (in) : clear_board
[2022-01-07 23:01:04.648] <Katago>   (out) : = 
[2022-01-07 23:01:04.648] <Katago>   (out) : 
[2022-01-07 23:01:04.659] <Katago>    (in) : kata-genmove_analyze B 50
[2022-01-07 23:01:04.674] <Katago>   (out) : =
[2022-01-07 23:01:05.172] <Katago>   (out) : info move Q16 visits 6 utility 0.125188 winrate 0.559292 scoreMean 0.331816 scoreStdev 19.0813 scoreLead 0.331816 scoreSelfplay 0.790415 prior 0.0990984 lcb 0.519093 utilityLcb 0.0126322 order 0 pv Q16 D4 C3 info move Q4 visits 6 utility 0.125188 winrate 0.559292 scoreMean 0.331816 scoreStdev 19.0813 scoreLead 0.331816 scoreSelfplay 0.790415 prior 0.0990984 lcb 0.519093 utilityLcb 0.0126322 isSymmetryOf Q16 order 1 pv Q4 D16 C17 info move D16 visits 6 utility 0.125188 winrate 0.559292 scoreMean 0.331816 scoreStdev 19.0813 scoreLead 0.331816 scoreSelfplay 0.790415 prior 0.0990984 lcb 0.519093 utilityLcb 0.0126322 isSymmetryOf Q16 order 2 pv D16 Q4 R3 info move D4 visits 6 utility 0.125188 winrate 0.559292 scoreMean 0.331816 scoreStdev 19.0813 scoreLead 0.331816 scoreSelfplay 0.790415 prior 0.0990984 lcb 0.519093 utilityLcb 0.0126322 isSymmetryOf Q16 order 3 pv D4 Q16 R17 info move R16 visits 6 utility 0.1013 winrate 0.549493 scoreMean 0.189088 scoreStdev 19.1855 scoreLead 0.189088 scoreSelfplay 0.530113 prior 0.0521688 lcb 0.513049 utilityLcb -0.000742144 order 4 pv R16 D16 Q4 info move R4 visits 6 utility 0.1013 winrate 0.549493 scoreMean 0.189088 scoreStdev 19.1855 scoreLead 0.189088 scoreSelfplay 0.530113 prior 0.0521688 lcb 0.513049 utilityLcb -0.000742144 isSymmetryOf R16 order 5 pv R4 D4 Q16 info move C16 visits 6 utility 0.1013 winrate 0.549493 scoreMean 0.189088 scoreStdev 19.1855 scoreLead 0.189088 scoreSelfplay 0.530113 prior 0.0521688 lcb 0.513049 utilityLcb -0.000742144 isSymmetryOf R16 order 6 pv C16 Q16 D4 info move C4 visits 6 utility 0.1013 winrate 0.549493 scoreMean 0.189088 scoreStdev 19.1855 scoreLead 0.189088 scoreSelfplay 0.530113 prior 0.0521688 lcb 0.513049 utilityLcb -0.000742144 isSymmetryOf R16 order 7 pv C4 Q4 D16 info move D3 visits 6 utility 0.1013 winrate 0.549493 scoreMean 0.189088 scoreStdev 19.1855 scoreLead 0.189088 scoreSelfplay 0.530113 prior 0.0521688 lcb 0.513049 utilityLcb -0.000742144 isSymmetryOf R16 order 8 pv D3 D16 Q4 info move Q3 visits 6 utility 0.1013 winrate 0.549493 scoreMean 0.189088 scoreStdev 19.1855 scoreLead 0.189088 scoreSelfplay 0.530113 prior 0.0521688 lcb 0.513049 utilityLcb -0.000742144 isSymmetryOf R16 order 9 pv Q3 Q16 D4 info move D17 visits 6 utility 0.1013 winrate 0.549493 scoreMean 0.189088 scoreStdev 19.1855 scoreLead 0.189088 scoreSelfplay 0.530113 prior 0.0521688 lcb 0.513049 utilityLcb -0.000742144 isSymmetryOf R16 order 10 pv D17 D4 Q16 info move Q17 visits 6 utility 0.1013 winrate 0.549493 scoreMean 0.189088 scoreStdev 19.1855 scoreLead 0.189088 scoreSelfplay 0.530113 prior 0.0521688 lcb 0.513049 utilityLcb -0.000742144 isSymmetryOf R16 order 11 pv Q17 Q4 D16 info move Q15 visits 6 utility 0.10004 winrate 0.547793 scoreMean 0.104378 scoreStdev 19.1688 scoreLead 0.104378 scoreSelfplay 0.589501 prior 0.0121716 lcb 0.513788 utilityLcb 0.00482597 order 12 pv Q15 D16 Q4 D4 info move Q5 visits 6 utility 0.10004 winrate 0.547793 scoreMean 0.104378 scoreStdev 19.1688 scoreLead 0.104378 scoreSelfplay 0.589501 prior 0.0121716 lcb 0.513788 utilityLcb 0.00482597 isSymmetryOf Q15 order 13 pv Q5 D4 Q16 D16 info move D15 visits 6 utility 0.10004 winrate 0.547793 scoreMean 0.104378 scoreStdev 19.1688 scoreLead 0.104378 scoreSelfplay 0.589501 prior 0.0121716 lcb 0.513788 utilityLcb 0.00482597 isSymmetryOf Q15 order 14 pv D15 Q16 D4 Q4 info move D5 visits 6 utility 0.10004 winrate 0.547793 scoreMean 0.104378 scoreStdev 19.1688 scoreLead 0.104378 scoreSelfplay 0.589501 prior 0.0121716 lcb 0.513788 utilityLcb 0.00482597 isSymmetryOf Q15 order 15 pv D5 Q4 D16 Q16 info move E4 visits 6 utility 0.10004 winrate 0.547793 scoreMean 0.104378 scoreStdev 19.1688 scoreLead 0.104378 scoreSelfplay 0.589501 prior 0.0121716 lcb 0.513788 utilityLcb 0.00482597 isSymmetryOf Q15 order 16 pv E4 D16 Q4 Q16 info move P4 visits 6 utility 0.10004 winrate 0.547793 scoreMean 0.104378 scoreStdev 19.1688 scoreLead 0.104378 scoreSelfplay 0.589501 prior 0.0121716 lcb 0.513788 utilityLcb 0.00482597 isSymmetryOf Q15 order 17 pv P4 Q16 D4 D16 info move E16 visits 6 utility 0.10004 winrate 0.547793 scoreMean 0.104378 scoreStdev 19.1688 scoreLead 0.104378 scoreSelfplay 0.589501 prior 0.0121716 lcb 0.513788 utilityLcb 0.00482597 isSymmetryOf Q15 order 18 pv E16 D4 Q16 Q4 info move P16 visits 6 utility 0.10004 winrate 0.547793 scoreMean 0.104378 scoreStdev 19.1688 scoreLead 0.104378 scoreSelfplay 0.589501 prior 0.0121716 lcb 0.513788 utilityLcb 0.00482597 isSymmetryOf Q15 order 19 pv P16 Q4 D16 D4 info move R15 visits 4 utility 0.0907682 winrate 0.543409 scoreMean 0.0428018 scoreStdev 19.2314 scoreLead 0.0428018 scoreSelfplay 0.472138 prior 0.00257047 lcb 0.378663 utilityLcb -0.37052 order 20 pv R15 D16 Q4 info move R5 visits 4 utility 0.0907682 winrate 0.543409 scoreMean 0.0428018 scoreStdev 19.2314 scoreLead 0.0428018 scoreSelfplay 0.472138 prior 0.00257047 lcb 0.378663 utilityLcb -0.37052 isSymmetryOf R15 order 21 pv R5 D4 Q16 info move C15 visits 4 utility 0.0907682 winrate 0.543409 scoreMean 0.0428018 scoreStdev 19.2314 scoreLead 0.0428018 scoreSelfplay 0.472138 prior 0.00257047 lcb 0.378663 utilityLcb -0.37052 isSymmetryOf R15 order 22 pv C15 Q16 D4 info move C5 visits 4 utility 0.0907682 winrate 0.543409 scoreMean 0.0428018 scoreStdev 19.2314 scoreLead 0.0428018 scoreSelfplay 0.472138 prior 0.00257047 lcb 0.378663 utilityLcb -0.37052 isSymmetryOf R15 order 23 pv C5 Q4 D16 info move E3 visits 4 utility 0.0907682 winrate 0.543409 scoreMean 0.0428018 scoreStdev 19.2314 scoreLead 0.0428018 scoreSelfplay 0.472138 prior 0.00257047 lcb 0.378663 utilityLcb -0.37052 isSymmetryOf R15 order 24 pv E3 D16 Q4 info move P3 visits 4 utility 0.0907682 winrate 0.543409 scoreMean 0.0428018 scoreStdev 19.2314 scoreLead 0.0428018 scoreSelfplay 0.472138 prior 0.00257047 lcb 0.378663 utilityLcb -0.37052 isSymmetryOf R15 order 25 pv P3 Q16 D4 info move E17 visits 4 utility 0.0907682 winrate 0.543409 scoreMean 0.0428018 scoreStdev 19.2314 scoreLead 0.0428018 scoreSelfplay 0.472138 prior 0.00257047 lcb 0.378663 utilityLcb -0.37052 isSymmetryOf R15 order 26 pv E17 D4 Q16 info move P17 visits 4 utility 0.0907682 winrate 0.543409 scoreMean 0.0428018 scoreStdev 19.2314 scoreLead 0.0428018 scoreSelfplay 0.472138 prior 0.00257047 lcb 0.378663 utilityLcb -0.37052 isSymmetryOf R15 order 27 pv P17 Q4 D16 info move R17 visits 3 utility 0.0875181 winrate 0.542976 scoreMean 0.0532595 scoreStdev 19.18 scoreLead 0.0532595 scoreSelfplay 0.400987 prior 0.00321695 lcb -0.173674 utilityLcb -1.9191 order 28 pv R17 D16 Q4 info move R3 visits 3 utility 0.0875181 winrate 0.542976 scoreMean 0.0532595 scoreStdev 19.18 scoreLead 0.0532595 scoreSelfplay 0.400987 prior 0.00321695 lcb -0.173674 utilityLcb -1.9191 isSymmetryOf R17 order 29 pv R3 D4 Q16 info move C17 visits 3 utility 0.0875181 winrate 0.542976 scoreMean 0.0532595 scoreStdev 19.18 scoreLead 0.0532595 scoreSelfplay 0.400987 prior 0.00321695 lcb -0.173674 utilityLcb -1.9191 isSymmetryOf R17 order 30 pv C17 Q16 D4 info move C3 visits 3 utility 0.0875181 winrate 0.542976 scoreMean 0.0532595 scoreStdev 19.18 scoreLead 0.0532595 scoreSelfplay 0.400987 prior 0.00321695 lcb -0.173674 utilityLcb -1.9191 isSymmetryOf R17 order 31 pv C3 Q4 D16 info move R14 visits 1 utility 0.0524409 winrate 0.52704 scoreMean -0.201239 scoreStdev 19.2103 scoreLead -0.201239 scoreSelfplay 0.111069 prior 0.000618678 lcb -0.47296 utilityLcb -2.8 order 32 pv R14 info move R6 visits 1 utility 0.0524409 winrate 0.52704 scoreMean -0.201239 scoreStdev 19.2103 scoreLead -0.201239 scoreSelfplay 0.111069 prior 0.000618678 lcb -0.47296 utilityLcb -2.8 isSymmetryOf R14 order 33 pv R6 info move C14 visits 1 utility 0.0524409 winrate 0.52704 scoreMean -0.201239 scoreStdev 19.2103 scoreLead -0.201239 scoreSelfplay 0.111069 prior 0.000618678 lcb -0.47296 utilityLcb -2.8 isSymmetryOf R14 order 34 pv C14 info move C6 visits 1 utility 0.0524409 winrate 0.52704 scoreMean -0.201239 scoreStdev 19.2103 scoreLead -0.201239 scoreSelfplay 0.111069 prior 0.000618678 lcb -0.47296 utilityLcb -2.8 isSymmetryOf R14 order 35 pv C6 info move F3 visits 1 utility 0.0524409 winrate 0.52704 scoreMean -0.201239 scoreStdev 19.2103 scoreLead -0.201239 scoreSelfplay 0.111069 prior 0.000618678 lcb -0.47296 utilityLcb -2.8 isSymmetryOf R14 order 36 pv F3 info move O3 visits 1 utility 0.0524409 winrate 0.52704 scoreMean -0.201239 scoreStdev 19.2103 scoreLead -0.201239 scoreSelfplay 0.111069 prior 0.000618678 lcb -0.47296 utilityLcb -2.8 isSymmetryOf R14 order 37 pv O3 info move F17 visits 1 utility 0.0524409 winrate 0.52704 scoreMean -0.201239 scoreStdev 19.2103 scoreLead -0.201239 scoreSelfplay 0.111069 prior 0.000618678 lcb -0.47296 utilityLcb -2.8 isSymmetryOf R14 order 38 pv F17 info move O17 visits 1 utility 0.0524409 winrate 0.52704 scoreMean -0.201239 scoreStdev 19.2103 scoreLead -0.201239 scoreSelfplay 0.111069 prior 0.000618678 lcb -0.47296 utilityLcb -2.8 isSymmetryOf R14 order 39 pv O17 info move Q14 visits 1 utility 0.0682021 winrate 0.533757 scoreMean -0.120792 scoreStdev 19.2719 scoreLead -0.120792 scoreSelfplay 0.371709 prior 0.000325607 lcb -0.466243 utilityLcb -2.8 order 40 pv Q14 info move Q6 visits 1 utility 0.0682021 winrate 0.533757 scoreMean -0.120792 scoreStdev 19.2719 scoreLead -0.120792 scoreSelfplay 0.371709 prior 0.000325607 lcb -0.466243 utilityLcb -2.8 isSymmetryOf Q14 order 41 pv Q6 info move D14 visits 1 utility 0.0682021 winrate 0.533757 scoreMean -0.120792 scoreStdev 19.2719 scoreLead -0.120792 scoreSelfplay 0.371709 prior 0.000325607 lcb -0.466243 utilityLcb -2.8 isSymmetryOf Q14 order 42 pv D14 info move D6 visits 1 utility 0.0682021 winrate 0.533757 scoreMean -0.120792 scoreStdev 19.2719 scoreLead -0.120792 scoreSelfplay 0.371709 prior 0.000325607 lcb -0.466243 utilityLcb -2.8 isSymmetryOf Q14 order 43 pv D6 info move F4 visits 1 utility 0.0682021 winrate 0.533757 scoreMean -0.120792 scoreStdev 19.2719 scoreLead -0.120792 scoreSelfplay 0.371709 prior 0.000325607 lcb -0.466243 utilityLcb -2.8 isSymmetryOf Q14 order 44 pv F4 info move O4 visits 1 utility 0.0682021 winrate 0.533757 scoreMean -0.120792 scoreStdev 19.2719 scoreLead -0.120792 scoreSelfplay 0.371709 prior 0.000325607 lcb -0.466243 utilityLcb -2.8 isSymmetryOf Q14 order 45 pv O4 info move F16 visits 1 utility 0.0682021 winrate 0.533757 scoreMean -0.120792 scoreStdev 19.2719 scoreLead -0.120792 scoreSelfplay 0.371709 prior 0.000325607 lcb -0.466243 utilityLcb -2.8 isSymmetryOf Q14 order 46 pv F16 info move O16 visits 1 utility 0.0682021 winrate 0.533757 scoreMean -0.120792 scoreStdev 19.2719 scoreLead -0.120792 scoreSelfplay 0.371709 prior 0.000325607 lcb -0.466243 utilityLcb -2.8 isSymmetryOf Q14 order 47 pv O16
